wavenumber1,beta_sheet1,beta_turn,alpha_helix,beta_sheet,side_chain,wavenumber2,globulins
1656.238285,9.7551E-17,7.67731E-07,5.72873E-05,2.00668E-07,6.08214E-18,,
1656.338667,1.1352E-16,7.91632E-07,5.75322E-05,1.8975E-07,5.27638E-18,,
1656.439048,1.32045E-16,8.16161E-07,5.77643E-05,1.79375E-07,4.57572E-18,,
1656.539429,1.53523E-16,8.4133E-07,5.79835E-05,1.69519E-07,3.96668E-18,,
1656.553,1.56677E-16,8.44782E-07,5.80121E-05,1.68225E-07,3.89071E-18,,
1656.639811,1.78415E-16,8.67151E-07,5.81895E-05,1.60158E-07,3.43747E-18,,
1656.740192,2.07249E-16,8.93637E-07,5.83823E-05,1.51271E-07,2.9778E-18,,
1656.840574,2.40636E-16,9.20801E-07,5.85617E-05,1.42837E-07,2.57867E-18,,
1656.940955,2.79276E-16,9.48655E-07,5.87276E-05,1.34834E-07,2.23224E-18,,
1657.041336,3.23976E-16,9.77212E-07,5.88799E-05,1.27242E-07,1.93165E-18,,
1657.141718,3.75661E-16,1.00649E-06,5.90184E-05,1.20044E-07,1.67094E-18,,
1657.242099,4.35396E-16,1.03649E-06,5.9143E-05,1.13221E-07,1.4449E-18,,
1657.34248,5.04404E-16,1.06723E-06,5.92538E-05,1.06754E-07,1.24899E-18,,
1657.442862,5.84088E-16,1.09873E-06,5.93505E-05,1.00629E-07,1.07926E-18,,
1657.543243,6.76056E-16,1.131E-06,5.94332E-05,9.48273E-08,9.32257E-19,,
1657.643625,7.82154E-16,1.16405E-06,5.95017E-05,8.93348E-08,8.04989E-19,,
1657.744006,9.04497E-16,1.19789E-06,5.9556E-05,8.41363E-08,6.94845E-19,,
1657.844387,1.04551E-15,1.23254E-06,5.95961E-05,7.92175E-08,5.99556E-19,,
1657.944769,1.20796E-15,1.26802E-06,5.9622E-05,7.4565E-08,5.1715E-19,,
1658.04515,1.39503E-15,1.30433E-06,5.96335E-05,7.01656E-08,4.4591E-19,,
1658.145532,1.61035E-15,1.34148E-06,5.96308E-05,6.60069E-08,3.84346E-19,,
1658.245913,1.85806E-15,1.3795E-06,5.96138E-05,6.20768E-08,3.31162E-19,,
1658.346294,2.14292E-15,1.4184E-06,5.95826E-05,5.8364E-08,2.85236E-19,,
1658.446676,2.47035E-15,1.45818E-06,5.95371E-05,5.48576E-08,2.45591E-19,,
1658.481,2.59316E-15,1.47199E-06,5.95183E-05,5.37041E-08,2.3332E-19,,
1658.547057,2.84653E-15,1.49886E-06,5.94774E-05,5.15471E-08,2.1138E-19,,
1658.647438,3.27852E-15,1.54046E-06,5.94035E-05,4.84224E-08,1.81869E-19,,
1658.74782,3.77437E-15,1.58299E-06,5.93155E-05,4.54741E-08,1.56422E-19,,
1658.848201,4.34327E-15,1.62646E-06,5.92134E-05,4.26931E-08,1.34488E-19,,
1658.948583,4.99568E-15,1.67088E-06,5.90974E-05,4.00707E-08,1.15588E-19,,
1659.048964,5.74351E-15,1.71628E-06,5.89675E-05,3.75986E-08,9.93079E-20,,
1659.149345,6.60033E-15,1.76265E-06,5.88237E-05,3.52689E-08,8.52905E-20,,
1659.249727,7.58157E-15,1.81002E-06,5.86663E-05,3.30741E-08,7.32254E-20,,
1659.350108,8.70478E-15,1.8584E-06,5.84953E-05,3.1007E-08,6.28444E-20,,
1659.450489,9.98991E-15,1.9078E-06,5.83108E-05,2.90607E-08,5.39158E-20,,
1659.550871,1.14596E-14,1.95823E-06,5.81129E-05,2.72289E-08,4.62391E-20,,
1659.651252,1.31397E-14,2.00971E-06,5.79019E-05,2.55051E-08,3.96412E-20,,
1659.751634,1.50593E-14,2.06225E-06,5.76778E-05,2.38837E-08,3.39726E-20,,
1659.852015,1.72516E-14,2.11586E-06,5.74408E-05,2.23589E-08,2.91042E-20,,
1659.952396,1.97542E-14,2.17055E-06,5.71911E-05,2.09255E-08,2.49244E-20,,
1660.052778,2.26097E-14,2.22634E-06,5.69289E-05,1.95783E-08,2.13373E-20,,
1660.153159,2.58663E-14,2.28324E-06,5.66543E-05,1.83126E-08,1.82599E-20,,
1660.253541,2.95788E-14,2.34126E-06,5.63675E-05,1.71239E-08,1.56207E-20,,
1660.353922,3.38089E-14,2.4004E-06,5.60687E-05,1.60077E-08,1.33582E-20,,
1660.41,3.64231E-14,2.43395E-06,5.58966E-05,1.54142E-08,1.22382E-20,,
1660.454303,3.86267E-14,2.4607E-06,5.57581E-05,1.496E-08,1.14193E-20,,
1660.554685,4.41112E-14,2.52214E-06,5.5436E-05,1.39769E-08,9.75831E-21,,
1660.655066,5.03518E-14,2.58476E-06,5.51026E-05,1.30546E-08,8.33593E-21,,
1660.755447,5.74496E-14,2.64855E-06,5.4758E-05,1.21897E-08,7.11832E-21,,
1660.855829,6.55185E-14,2.71352E-06,5.44026E-05,1.13788E-08,6.07639E-21,,
1660.95621,7.46872E-14,2.77969E-06,5.40365E-05,1.06189E-08,5.18511E-21,,
1661.056592,8.51009E-14,2.84708E-06,5.366E-05,9.9068E-09,4.42297E-21,,
1661.156973,9.6923E-14,2.91567E-06,5.32734E-05,9.23985E-09,3.7715E-21,,
1661.257354,1.10338E-13,2.9855E-06,5.2877E-05,8.61533E-09,3.21484E-21,,
1661.357736,1.25553E-13,3.05656E-06,5.24709E-05,8.03072E-09,2.73935E-21,,
1661.458117,1.42803E-13,3.12886E-06,5.20554E-05,7.48363E-09,2.33336E-21,,
1661.558498,1.62349E-13,3.20242E-06,5.16309E-05,6.97182E-09,1.98682E-21,,
1661.65888,1.84488E-13,3.27725E-06,5.11975E-05,6.49314E-09,1.69114E-21,,
1661.759261,2.09552E-13,3.35334E-06,5.07557E-05,6.0456E-09,1.43895E-21,,
1661.859643,2.37915E-13,3.4307E-06,5.03056E-05,5.6273E-09,1.22393E-21,,
1661.960024,2.69996E-13,3.50936E-06,4.98476E-05,5.23643E-09,1.04066E-21,,
1662.060405,3.06264E-13,3.5893E-06,4.93819E-05,4.87132E-09,8.84519E-22,,
1662.160787,3.47249E-13,3.67054E-06,4.89088E-05,4.53037E-09,7.51536E-22,,
1662.261168,3.93542E-13,3.75308E-06,4.84287E-05,4.21208E-09,6.38317E-22,,
1662.338,4.32972E-13,3.81714E-06,4.80566E-05,3.98288E-09,5.63189E-22,,
1662.36155,4.45807E-13,3.83693E-06,4.79418E-05,3.91502E-09,5.4196E-22,,
1662.461931,5.04786E-13,3.9221E-06,4.74484E-05,3.63788E-09,4.59983E-22,,
1662.562312,5.71312E-13,4.00858E-06,4.69488E-05,3.37938E-09,3.90266E-22,,
1662.662694,6.46316E-13,4.09639E-06,4.64434E-05,3.13835E-09,3.30997E-22,,
1662.763075,7.30838E-13,4.18552E-06,4.59325E-05,2.91368E-09,2.80629E-22,,
1662.863456,8.26043E-13,4.27599E-06,4.54162E-05,2.70432E-09,2.37839E-22,,
1662.963838,9.33232E-13,4.36778E-06,4.48951E-05,2.50928E-09,2.01502E-22,,
1663.064219,1.05386E-12,4.46091E-06,4.43692E-05,2.32764E-09,1.70655E-22,,
1663.164601,1.18954E-12,4.55537E-06,4.38391E-05,2.15853E-09,1.44479E-22,,
1663.264982,1.34209E-12,4.65117E-06,4.33049E-05,2.00113E-09,1.22273E-22,,
1663.365363,1.51352E-12,4.74831E-06,4.27669E-05,1.85468E-09,1.03444E-22,,
1663.465745,1.70609E-12,4.84679E-06,4.22255E-05,1.71846E-09,8.74826E-23,,
1663.566126,1.9223E-12,4.9466E-06,4.1681E-05,1.59178E-09,7.39575E-23,,
1663.666508,2.16493E-12,5.04774E-06,4.11337E-05,1.47402E-09,6.25011E-23,,
1663.766889,2.43709E-12,5.15022E-06,4.05838E-05,1.36458E-09,5.28004E-23,,
1663.86727,2.74224E-12,5.25403E-06,4.00317E-05,1.2629E-09,4.45893E-23,,
1663.967652,3.08422E-12,5.35917E-06,3.94777E-05,1.16847E-09,3.76416E-23,,
1664.267,4.3671E-12,5.68055E-06,3.78167E-05,9.25172E-10,2.26659E-23,,
1664.268796,4.37617E-12,5.68251E-06,3.78067E-05,9.2387E-10,2.25968E-23,,
1664.369177,4.91308E-12,5.79291E-06,3.72478E-05,8.53807E-10,1.90485E-23,,
1664.469559,5.51339E-12,5.90462E-06,3.66883E-05,7.88832E-10,1.60517E-23,,
1664.56994,6.18428E-12,6.01763E-06,3.61285E-05,7.28592E-10,1.35214E-23,,
1664.670321,6.9337E-12,6.13192E-06,3.55688E-05,6.7276E-10,1.1386E-23,,
1664.770703,7.77045E-12,6.24749E-06,3.50094E-05,6.21028E-10,9.58432E-24,,
1664.871084,8.70427E-12,6.36433E-06,3.44505E-05,5.7311E-10,8.06485E-24,,
1664.971465,9.74593E-12,6.48243E-06,3.38924E-05,5.28738E-10,6.78385E-24,,
1665.071847,1.09074E-11,6.60177E-06,3.33354E-05,4.87661E-10,5.70427E-24,,
1665.172228,1.22017E-11,6.72236E-06,3.27797E-05,4.49647E-10,4.79477E-24,,
1665.27261,1.36436E-11,6.84418E-06,3.22255E-05,4.14477E-10,4.02884E-24,,
1665.372991,1.5249E-11,6.9672E-06,3.16731E-05,3.81949E-10,3.38405E-24,,
1665.473372,1.70357E-11,7.09143E-06,3.11227E-05,3.51873E-10,2.84143E-24,,
1665.573754,1.90231E-11,7.21684E-06,3.05746E-05,3.24072E-10,2.38496E-24,,
1665.674135,2.12329E-11,7.34342E-06,3.00289E-05,2.98382E-10,2.00111E-24,,
1665.774517,2.36888E-11,7.47116E-06,2.94859E-05,2.7465E-10,1.67843E-24,,
1665.874898,2.64169E-11,7.60003E-06,2.89458E-05,2.52733E-10,1.40728E-24,,
1665.975279,2.94459E-11,7.73002E-06,2.84087E-05,2.32498E-10,1.17951E-24,,
1666.075661,3.28075E-11,7.86112E-06,2.7875E-05,2.13822E-10,9.88254E-25,,
1666.176042,3.65366E-11,7.99329E-06,2.73447E-05,1.9659E-10,8.2771E-25,,
1666.195,3.72851E-11,8.01838E-06,2.7245E-05,1.93489E-10,8.00425E-25,,
1666.276423,4.06712E-11,8.12653E-06,2.68181E-05,1.80695E-10,6.92999E-25,,
1666.376805,4.52534E-11,8.26081E-06,2.62953E-05,1.66037E-10,5.80004E-25,,
1666.477186,5.03294E-11,8.39612E-06,2.57766E-05,1.52525E-10,4.85259E-25,,
1666.577568,5.59495E-11,8.53242E-06,2.5262E-05,1.40072E-10,4.05845E-25,,
1666.677949,6.21694E-11,8.66969E-06,2.47518E-05,1.286E-10,3.39305E-25,,
1666.77833,6.90498E-11,8.80792E-06,2.42461E-05,1.18033E-10,2.83574E-25,,
1666.878712,7.66572E-11,8.94708E-06,2.3745E-05,1.08303E-10,2.36911E-25,,
1666.979093,8.50646E-11,9.08714E-06,2.32487E-05,9.93466E-11,1.97856E-25,,
1667.079474,9.43517E-11,9.22807E-06,2.27574E-05,9.11049E-11,1.65179E-25,,
1667.179856,1.04606E-10,9.36985E-06,2.2271E-05,8.35231E-11,1.3785E-25,,
1667.280237,1.15923E-10,9.51246E-06,2.17899E-05,7.65502E-11,1.15002E-25,,
1667.380619,1.28406E-10,9.65585E-06,2.1314E-05,7.01394E-11,9.59055E-26,,
1667.481,1.4217E-10,9.80001E-06,2.08436E-05,6.4247E-11,7.99518E-26,,
1667.581381,1.57338E-10,9.9449E-06,2.03786E-05,5.88328E-11,6.6628E-26,,
1667.681763,1.74047E-10,1.00905E-05,1.99193E-05,5.38595E-11,5.55046E-26,,
1667.782144,1.92444E-10,1.02368E-05,1.94656E-05,4.92924E-11,4.62217E-26,,
1667.882526,2.1269E-10,1.03837E-05,1.90177E-05,4.50996E-11,3.84775E-26,,
1667.982907,2.34961E-10,1.05312E-05,1.85757E-05,4.12517E-11,3.20193E-26,,
1668.083288,2.59447E-10,1.06793E-05,1.81396E-05,3.77213E-11,2.66356E-26,,
1668.124,2.70057E-10,1.07395E-05,1.79644E-05,3.63741E-11,2.47168E-26,,
1668.18367,2.86357E-10,1.08279E-05,1.77095E-05,3.44831E-11,2.21491E-26,,
1668.284051,3.15916E-10,1.0977E-05,1.72854E-05,3.15139E-11,1.84117E-26,,
1668.384432,3.4837E-10,1.11266E-05,1.68675E-05,2.87921E-11,1.52994E-26,,
1668.484814,3.83986E-10,1.12766E-05,1.64557E-05,2.62978E-11,1.27087E-26,,
1668.585195,4.23053E-10,1.1427E-05,1.60501E-05,2.40128E-11,1.05529E-26,,
1668.685577,4.65886E-10,1.15778E-05,1.56508E-05,2.192E-11,8.75965E-27,,
1668.785958,5.12825E-10,1.17288E-05,1.52578E-05,2.00038E-11,7.26851E-27,,
1668.886339,5.64241E-10,1.18802E-05,1.48711E-05,1.825E-11,6.02904E-27,,
1668.986721,6.20533E-10,1.20318E-05,1.44907E-05,1.66451E-11,4.99914E-27,,
1669.087102,6.82136E-10,1.21836E-05,1.41166E-05,1.5177E-11,4.14369E-27,,
1669.187483,7.49518E-10,1.23355E-05,1.37489E-05,1.38344E-11,3.43338E-27,,
1669.287865,8.23186E-10,1.24875E-05,1.33876E-05,1.2607E-11,2.84382E-27,,
1669.388246,9.0369E-10,1.26397E-05,1.30327E-05,1.14852E-11,2.35465E-27,,
1669.488628,9.91622E-10,1.27918E-05,1.26841E-05,1.04602E-11,1.94892E-27,,
1669.589009,1.08762E-09,1.29439E-05,1.23419E-05,9.524E-12,1.61252E-27,,
1669.68939,1.19238E-09,1.3096E-05,1.2006E-05,8.66907E-12,1.33371E-27,,
1669.789772,1.30664E-09,1.3248E-05,1.16765E-05,7.88863E-12,1.10272E-27,,
1669.890153,1.43121E-09,1.33998E-05,1.13533E-05,7.17638E-12,9.11399E-28,,
1669.990535,1.56696E-09,1.35514E-05,1.10365E-05,6.52658E-12,7.53004E-28,,
1670.052,1.65599E-09,1.36442E-05,1.08455E-05,6.15722E-12,6.69811E-28,,
1670.090916,1.71481E-09,1.37028E-05,1.07259E-05,5.93391E-12,6.21915E-28,,
1670.191297,1.87577E-09,1.38539E-05,1.04215E-05,5.39352E-12,5.13462E-28,,
1670.291679,2.05091E-09,1.40047E-05,1.01233E-05,4.90093E-12,4.2377E-28,,
1670.39206,2.24141E-09,1.41551E-05,9.83137E-06,4.45206E-12,3.49619E-28,,
1670.492441,2.4485E-09,1.43051E-05,9.54553E-06,4.04314E-12,2.8834E-28,,
1670.592823,2.67352E-09,1.44546E-05,9.26579E-06,3.67072E-12,2.37717E-28,,
1670.693204,2.91792E-09,1.46035E-05,8.99208E-06,3.33166E-12,1.95911E-28,,
1670.793586,3.18323E-09,1.47519E-05,8.72437E-06,3.02305E-12,1.61399E-28,,
1670.893967,3.4711E-09,1.48997E-05,8.46261E-06,2.74224E-12,1.32919E-28,,
1670.994348,3.78332E-09,1.50468E-05,8.20673E-06,2.4868E-12,1.09425E-28,,
1671.09473,4.12176E-09,1.51932E-05,7.95668E-06,2.2545E-12,9.0052E-29,,
1671.195111,4.48847E-09,1.53389E-05,7.7124E-06,2.04333E-12,7.4082E-29,,
1671.295492,4.88561E-09,1.54837E-05,7.47384E-06,1.8514E-12,6.09223E-29,,
1671.395874,5.31551E-09,1.56276E-05,7.24091E-06,1.67702E-12,5.00822E-29,,
1671.496255,5.78064E-09,1.57707E-05,7.01357E-06,1.51863E-12,4.11562E-29,,
1671.596637,6.28366E-09,1.59128E-05,6.79174E-06,1.3748E-12,3.38089E-29,,
1671.697018,6.82738E-09,1.60539E-05,6.57535E-06,1.24424E-12,2.77633E-29,,
1671.797399,7.41483E-09,1.61939E-05,6.36433E-06,1.12575E-12,2.27906E-29,,
1671.897781,8.04921E-09,1.63328E-05,6.1586E-06,1.01826E-12,1.87019E-29,,
1671.981,8.61316E-09,1.64471E-05,5.99202E-06,9.36767E-13,1.587E-29,,
1671.998162,8.73395E-09,1.64705E-05,5.9581E-06,9.20767E-13,1.53411E-29,,
1672.098544,9.47269E-09,1.66071E-05,5.76275E-06,8.3237E-13,1.25798E-29,,
1672.198925,1.02693E-08,1.67423E-05,5.57247E-06,7.52244E-13,1.03118E-29,,
1672.299306,1.11279E-08,1.68763E-05,5.38718E-06,6.79636E-13,8.4497E-30,,
1672.399688,1.20529E-08,1.70089E-05,5.2068E-06,6.1386E-13,6.92135E-30,,
1672.500069,1.3049E-08,1.71402E-05,5.03126E-06,5.54291E-13,5.66741E-30,,
1672.60045,1.4121E-08,1.72699E-05,4.86047E-06,5.0036E-13,4.63898E-30,,
1672.700832,1.52742E-08,1.73982E-05,4.69435E-06,4.51546E-13,3.79581E-30,,
1672.801213,1.65142E-08,1.75249E-05,4.53283E-06,4.07378E-13,3.10478E-30,,
1672.901595,1.78469E-08,1.765E-05,4.37581E-06,3.67425E-13,2.53864E-30,,
1673.001976,1.92784E-08,1.77735E-05,4.22323E-06,3.31295E-13,2.07499E-30,,
1673.102357,2.08155E-08,1.78953E-05,4.07498E-06,2.98632E-13,1.69541E-30,,
1673.202739,2.2465E-08,1.80153E-05,3.931E-06,2.69113E-13,1.38477E-30,,
1673.30312,2.42344E-08,1.81336E-05,3.7912E-06,2.42442E-13,1.13064E-30,,
1673.403502,2.61314E-08,1.82501E-05,3.6555E-06,2.18352E-13,9.22819E-31,,
1673.503883,2.81642E-08,1.83646E-05,3.5238E-06,1.96599E-13,7.52926E-31,,
1673.604264,3.03416E-08,1.84773E-05,3.39604E-06,1.76962E-13,6.1409E-31,,
1673.704646,3.26727E-08,1.8588E-05,3.27213E-06,1.59241E-13,5.00675E-31,,
1673.805027,3.51671E-08,1.86967E-05,3.15198E-06,1.43254E-13,4.0806E-31,,
1673.905408,3.78349E-08,1.88033E-05,3.03552E-06,1.28835E-13,3.32458E-31,,
1673.909,3.79337E-08,1.88071E-05,3.03142E-06,1.28346E-13,3.30027E-31,,
1674.00579,4.06869E-08,1.89078E-05,2.92266E-06,1.15834E-13,2.70765E-31,,
1674.106171,4.37343E-08,1.90103E-05,2.81333E-06,1.04115E-13,2.20442E-31,,
1674.206553,4.69888E-08,1.91105E-05,2.70743E-06,9.35547E-14,1.79407E-31,,
1674.306934,5.04629E-08,1.92085E-05,2.6049E-06,8.40416E-14,1.45958E-31,,
1674.407315,5.41695E-08,1.93043E-05,2.50565E-06,7.54742E-14,1.18703E-31,,
1674.507697,5.81223E-08,1.93978E-05,2.4096E-06,6.77608E-14,9.65025E-32,,
1674.608078,6.23356E-08,1.9489E-05,2.31668E-06,6.08182E-14,7.84261E-32,,
1674.708459,6.68243E-08,1.95778E-05,2.22681E-06,5.45713E-14,6.37127E-32,,
1674.808841,7.16041E-08,1.96642E-05,2.13992E-06,4.8952E-14,5.17412E-32,,
1674.909222,7.66915E-08,1.97481E-05,2.05592E-06,4.38988E-14,4.2004E-32,,
1675.009604,8.21034E-08,1.98296E-05,1.97475E-06,3.93559E-14,3.4087E-32,,
1675.109985,8.78578E-08,1.99086E-05,1.89632E-06,3.52731E-14,2.76523E-32,,
1675.210366,9.39734E-08,1.9985E-05,1.82058E-06,3.16047E-14,2.24243E-32,,
1675.310748,1.0047E-07,2.00589E-05,1.74744E-06,2.83098E-14,1.81781E-32,,
1675.838,1.41682E-07,2.04036E-05,1.40334E-06,1.5803E-14,5.99966E-33,,
1676.314562,1.91259E-07,2.06502E-05,1.14449E-06,9.26687E-15,2.18419E-33,,
1676.414943,2.03474E-07,2.0694E-05,1.09562E-06,8.27463E-15,1.76363E-33,,
1676.515324,2.16372E-07,2.0735E-05,1.04859E-06,7.38651E-15,1.42354E-33,,
1676.615706,2.29985E-07,2.07731E-05,1.00334E-06,6.59182E-15,1.14861E-33,,
1676.716087,2.44344E-07,2.08082E-05,9.59808E-07,5.88095E-15,9.26453E-34,,
1676.816468,2.59484E-07,2.08405E-05,9.17946E-07,5.24523E-15,7.46994E-34,,
1676.91685,2.75438E-07,2.08699E-05,8.777E-07,4.6769E-15,6.02081E-34,,
1677.017231,2.92242E-07,2.08963E-05,8.39017E-07,4.16895E-15,4.85107E-34,,
1677.117613,3.09932E-07,2.09197E-05,8.01847E-07,3.7151E-15,3.90718E-34,,
1677.217994,3.28545E-07,2.09402E-05,7.6614E-07,3.30971E-15,3.14582E-34,,
1677.318375,3.48121E-07,2.09577E-05,7.31848E-07,2.94771E-15,2.53192E-34,,
1677.418757,3.68697E-07,2.09722E-05,6.98924E-07,2.62456E-15,2.03708E-34,,
1677.519138,3.90314E-07,2.09838E-05,6.6732E-07,2.33616E-15,1.63837E-34,,
1677.61952,4.13013E-07,2.09924E-05,6.36994E-07,2.07886E-15,1.31722E-34,,
1677.719901,4.36837E-07,2.09979E-05,6.07899E-07,1.84936E-15,1.05864E-34,,
1677.766,4.48166E-07,2.09995E-05,5.9494E-07,1.75247E-15,9.57441E-35,,
1677.820282,4.61828E-07,2.10005E-05,5.79995E-07,1.64473E-15,8.50523E-35,,
1677.920664,4.88029E-07,2.10001E-05,5.53239E-07,1.46232E-15,6.83071E-35,,
1678.021045,5.15486E-07,2.09967E-05,5.27591E-07,1.29977E-15,5.4839E-35,,
1678.121426,5.44243E-07,2.09902E-05,5.03012E-07,1.15496E-15,4.40107E-35,,
1678.221808,5.74347E-07,2.09808E-05,4.79463E-07,1.02599E-15,3.53078E-35,,
1678.322189,6.05844E-07,2.09685E-05,4.56907E-07,9.11156E-16,2.83157E-35,,
1678.422571,6.38783E-07,2.09531E-05,4.35307E-07,8.08945E-16,2.27001E-35,,
1678.522952,6.73209E-07,2.09347E-05,4.1463E-07,7.17994E-16,1.81917E-35,,
1678.623333,7.09174E-07,2.09134E-05,3.9484E-07,6.37086E-16,1.45734E-35,,
1678.723715,7.46724E-07,2.08891E-05,3.75904E-07,5.65134E-16,1.16707E-35,,
1678.824096,7.8591E-07,2.08619E-05,3.57791E-07,5.01164E-16,9.34272E-36,,
1678.924477,8.26782E-07,2.08317E-05,3.4047E-07,4.44308E-16,7.47644E-36,,
1679.024859,8.69389E-07,2.07987E-05,3.23909E-07,3.93789E-16,5.98082E-36,,
1679.12524,9.13782E-07,2.07627E-05,3.0808E-07,3.48914E-16,4.78268E-36,,
1679.225622,9.60012E-07,2.07238E-05,2.92954E-07,3.09065E-16,3.82319E-36,,
1679.695,1.20203E-06,2.0504E-05,2.30774E-07,1.7463E-16,1.33549E-36,,
1680.53058,1.75062E-06,1.99638E-05,1.48973E-07,6.22334E-17,2.01397E-37,,
1680.630961,1.82767E-06,1.98867E-05,1.41185E-07,5.4905E-17,1.60187E-37,,
1680.731342,1.90726E-06,1.9807E-05,1.33771E-07,4.84257E-17,1.27363E-37,,
1680.831724,1.98942E-06,1.97248E-05,1.26717E-07,4.26988E-17,1.01229E-37,,
1680.932105,2.0742E-06,1.96402E-05,1.20006E-07,3.76383E-17,8.04285E-38,,
1681.032486,2.16161E-06,1.95531E-05,1.13623E-07,3.31681E-17,6.38793E-38,,
1681.132868,2.2517E-06,1.94636E-05,1.07554E-07,2.92205E-17,5.0717E-38,,
1681.233249,2.34449E-06,1.93718E-05,1.01785E-07,2.57353E-17,4.02524E-38,,
1681.333631,2.44001E-06,1.92777E-05,9.6302E-08,2.26593E-17,3.19355E-38,,
1681.434012,2.53829E-06,1.91812E-05,9.10927E-08,1.99452E-17,2.5328E-38,,
1681.534393,2.63934E-06,1.90826E-05,8.61445E-08,1.75512E-17,2.00804E-38,,
1681.623,2.73085E-06,1.89937E-05,8.19842E-08,1.56742E-17,1.63546E-38,,
1681.634775,2.74318E-06,1.89817E-05,8.14456E-08,1.54401E-17,1.59143E-38,,
1681.735156,2.84983E-06,1.88787E-05,7.69845E-08,1.35791E-17,1.2608E-38,,
1681.835538,2.9593E-06,1.87736E-05,7.27504E-08,1.19389E-17,9.98501E-39,,
1681.935919,3.07159E-06,1.86663E-05,6.87326E-08,1.04939E-17,7.90489E-39,,
1682.0363,3.18672E-06,1.85571E-05,6.49213E-08,9.22109E-18,6.25587E-39,,
1682.136682,3.30467E-06,1.84458E-05,6.13065E-08,8.10036E-18,4.94907E-39,,
1682.237063,3.42546E-06,1.83327E-05,5.78792E-08,7.1138E-18,3.91384E-39,,
1682.337444,3.54907E-06,1.82176E-05,5.46304E-08,6.2456E-18,3.09405E-39,,
1682.437826,3.6755E-06,1.81006E-05,5.15516E-08,5.48179E-18,2.4451E-39,,
1682.538207,3.80472E-06,1.79818E-05,4.86347E-08,4.81002E-18,1.93156E-39,,
1682.638589,3.93671E-06,1.78613E-05,4.58718E-08,4.21935E-18,1.52533E-39,,
1682.73897,4.07146E-06,1.7739E-05,4.32555E-08,3.70016E-18,1.20411E-39,,
1682.839351,4.20894E-06,1.76151E-05,4.07787E-08,3.24393E-18,9.50192E-40,,
1682.939733,4.3491E-06,1.74895E-05,3.84345E-08,2.84314E-18,7.4955E-40,,
1683.040114,4.49192E-06,1.73623E-05,3.62163E-08,2.49115E-18,5.91063E-40,,
1683.140495,4.63735E-06,1.72336E-05,3.41181E-08,2.18211E-18,4.6592E-40,,
1683.240877,4.78534E-06,1.71035E-05,3.21336E-08,1.91086E-18,3.67142E-40,,
1683.341258,4.93583E-06,1.69718E-05,3.02574E-08,1.67285E-18,2.89201E-40,,
1683.44164,5.08878E-06,1.68388E-05,2.84839E-08,1.46407E-18,2.27725E-40,,
1683.542021,5.24412E-06,1.67045E-05,2.68079E-08,1.28098E-18,1.79252E-40,,
1683.552,5.25969E-06,1.66911E-05,2.66464E-08,1.26406E-18,1.75034E-40,,
1683.642402,5.40177E-06,1.65688E-05,2.52245E-08,1.12046E-18,1.41047E-40,,
1683.742784,5.56167E-06,1.6432E-05,2.37289E-08,9.79775E-19,1.10944E-40,,
1683.843165,5.72373E-06,1.62939E-05,2.23167E-08,8.5651E-19,8.72354E-41,,
1683.943547,5.88788E-06,1.61547E-05,2.09835E-08,7.48538E-19,6.85684E-41,,
1684.043928,6.05401E-06,1.60143E-05,1.97252E-08,6.5399E-19,5.38765E-41,,
1684.144309,6.22205E-06,1.5873E-05,1.85379E-08,5.71221E-19,4.23174E-41,,
1684.244691,6.39188E-06,1.57306E-05,1.74179E-08,4.98784E-19,3.32264E-41,,
1684.345072,6.5634E-06,1.55873E-05,1.63616E-08,4.35408E-19,2.6079E-41,,
1684.445453,6.7365E-06,1.54431E-05,1.53658E-08,3.79975E-19,2.04617E-41,,
1684.545835,6.91107E-06,1.5298E-05,1.44271E-08,3.31505E-19,1.60487E-41,,
1684.646216,7.08698E-06,1.51522E-05,1.35424E-08,2.89135E-19,1.25829E-41,,
1684.746598,7.26411E-06,1.50056E-05,1.2709E-08,2.52108E-19,9.86198E-42,,
1684.846979,7.44233E-06,1.48583E-05,1.19241E-08,2.1976E-19,7.72668E-42,,
1685.48,8.5823E-06,1.39163E-05,7.93265E-09,9.18316E-20,1.64487E-42,,
1685.549649,8.70845E-06,1.38115E-05,7.58038E-09,8.33672E-20,1.38622E-42,,
1685.65003,8.89015E-06,1.36603E-05,7.09856E-09,7.25038E-20,1.08297E-42,,
1685.750411,9.07157E-06,1.35089E-05,6.64577E-09,6.3038E-20,8.45749E-43,,
1685.850793,9.25255E-06,1.33572E-05,6.22037E-09,5.47923E-20,6.60256E-43,,
1685.951174,9.4329E-06,1.32053E-05,5.82081E-09,4.76116E-20,5.15261E-43,,
1686.051556,9.61246E-06,1.30533E-05,5.44561E-09,4.136E-20,4.01963E-43,,
1686.151937,9.79104E-06,1.29012E-05,5.09338E-09,3.5919E-20,3.13465E-43,,
1686.252318,9.96847E-06,1.27491E-05,4.76278E-09,3.11849E-20,2.44364E-43,,
1686.3527,1.01446E-05,1.25969E-05,4.45258E-09,2.70669E-20,1.90427E-43,,
1686.453081,1.03191E-05,1.24448E-05,4.16159E-09,2.3486E-20,1.48342E-43,,
1686.553462,1.0492E-05,1.22928E-05,3.88868E-09,2.0373E-20,1.15517E-43,,
1686.653844,1.0663E-05,1.21409E-05,3.6328E-09,1.76676E-20,8.99227E-44,,
